@relation people_2D-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute n_points numeric
@attribute std numeric
@attribute mean_deviation numeric
@attribute width numeric
@attribute linearity numeric
@attribute circularity numeric
@attribute radius numeric
@attribute boundary_length numeric
@attribute boundary_regularity numeric
@attribute mean_curvaure numeric
@attribute angular_difference numeric
@attribute person {-1,1}

@data
17,0.31504,0.090998,0.35553,0.30639,0.001165,0.26568,0.3931,0.0135,294.78,-0.050804,-1
34,0.4956,0.23714,0.89612,0.15805,0.024337,1.223,0.96154,0.010754,308.27,0.070772,-1
13,0.31158,0.089305,0.33004,0.048533,0.000334,0.70932,0.33299,0.000468,53.409,-0.002572,-1
7,0.16566,0.022727,0.075392,0.035768,0.000032,0.051851,0.082592,0.005518,101.26,0.16366,-1
58,0.4524,0.20147,0.75404,1.6926,0.36703,0.27017,0.98718,0.016147,1134.1,-0.006028,-1
95,0.5669,0.31302,1.3685,2.1327,0.062542,1.9297,1.531,0.008301,2365.5,0.021487,-1
36,0.43468,0.18457,0.69246,3.6855,0.34786,0.21947,0.81628,0.013451,455.06,-0.021722,-1
35,0.32421,0.10156,0.37292,2.3283,0.000906,0.18907,0.50174,0.006323,1001.1,0.055669,-1
51,0.47853,0.22445,0.88113,0.18929,0.3313,0.3667,0.89218,0.000903,354.3,-0.008239,-1
21,0.20449,0.038772,0.1339,0.57694,0.000521,0.063259,0.18158,0.004279,529.93,0.055881,-1
33,0.21532,0.044113,0.16778,0.48922,0.000547,0.091299,0.21439,0.002985,1371.1,0.059566,1
13,0.30088,0.083148,0.30797,0.062725,0.000734,0.42783,0.31946,0.0047,134.21,0.004667,-1
11,0.25637,0.060806,0.17631,0.23873,0.001708,0.074718,0.26311,0.014589,198.38,0.17224,-1
21,0.33374,0.10529,0.39712,0.57698,0.000887,0.24706,0.46526,0.01445,290.98,-0.067516,-1
34,0.498,0.23967,0.92304,0.1563,0.015547,1.555,0.98058,0.013376,317.61,0.068862,-1
13,0.31127,0.08938,0.32905,0.064342,0.035114,0.1034,0.33518,0.000958,59.369,0.028903,-1
7,0.17977,0.027122,0.087155,0.033042,0.000126,0.057731,0.097172,0.00896,142.25,0.20076,-1
58,0.45249,0.20169,0.75665,1.7164,0.40281,0.26109,0.98999,0.016273,1183.2,-0.006028,-1
95,0.56703,0.31292,1.3617,2.1303,0.070117,1.8705,1.5442,0.008632,2055.2,0.021447,-1
36,0.43481,0.18465,0.68914,3.406,0.38094,0.21459,0.83585,0.015491,413.52,-0.012419,-1
33,0.31337,0.093507,0.34666,1.8866,0.000621,0.18,0.44588,0.004499,867.95,0.02647,-1
49,0.4688,0.21523,0.84997,0.20749,0.24037,0.38919,0.86353,0.001425,449.46,0.009809,-1
23,0.21606,0.04367,0.14737,0.89823,0.001062,0.069909,0.2052,0.005464,849.28,0.055055,-1
32,0.21047,0.042827,0.15788,0.40858,0.000805,0.083953,0.19192,0.002007,2039.2,0.012529,1
13,0.30174,0.083592,0.30856,0.053227,0.002683,0.2596,0.32202,0.005499,146.65,-0.040271,-1
11,0.25335,0.058311,0.17701,0.23167,0.001662,0.075441,0.25894,0.012443,214.75,0.19361,-1
17,0.31802,0.092702,0.35221,0.32714,0.000873,0.25609,0.39035,0.014221,208.7,-0.061667,-1
34,0.49675,0.23856,0.89839,0.16046,0.02239,1.2834,0.96442,0.012764,303.09,0.063397,-1
13,0.31244,0.089858,0.32989,0.058211,0.003947,0.25488,0.33332,0.000844,33.764,-0.002571,-1
7,0.16867,0.02378,0.078873,0.02593,0.000078,0.060732,0.086589,0.006325,188.51,0.18962,-1
58,0.45281,0.20212,0.75402,1.7491,0.41874,0.2579,0.99766,0.016799,948.63,-0.008607,-1
95,0.56683,0.31274,1.3567,2.0861,0.072992,1.8521,1.5487,0.008697,2178.9,0.021367,-1
36,0.43517,0.18489,0.69018,4.1174,0.30986,0.22385,0.8544,0.017063,559.45,-0.014515,-1
35,0.32315,0.10165,0.37135,2.1835,0.001124,0.19109,0.49464,0.006122,1153.6,0.055914,-1
49,0.46868,0.21512,0.84996,0.18662,0.38721,0.31004,0.8637,0.001555,428.01,0.009178,-1
24,0.21904,0.045517,0.15065,0.94246,0.002867,0.064481,0.19914,0.003648,869.8,0.006931,1
31,0.20729,0.041114,0.1542,0.41937,0.000626,0.079012,0.19186,0.002197,1588.3,0.053348,1
13,0.30189,0.083708,0.31215,0.059321,0.000606,0.47996,0.32173,0.004778,148.97,-0.004454,-1
14,0.2805,0.073013,0.27194,0.16055,0.016565,0.099416,0.33349,0.016715,294.96,0.055795,-1
17,0.31423,0.090237,0.3545,0.36591,0.00182,0.22954,0.40118,0.01632,228.4,-0.059571,-1
34,0.49627,0.23734,0.89103,0.17053,0.02412,1.2023,0.94644,0.013281,345.31,0.064626,-1
13,0.31334,0.090441,0.33095,0.061369,0.000694,0.51388,0.33545,0.001072,51.341,-0.005625,-1
7,0.16659,0.022431,0.078179,0.037742,0.000058,0.047945,0.088328,0.008421,170.27,0.17665,-1
58,0.45268,0.20171,0.75288,1.7155,0.37749,0.26683,0.98607,0.016283,923.41,-0.014419,-1
95,0.56707,0.31295,1.3634,2.1143,0.062908,1.9139,1.5351,0.008902,2015.1,0.019135,-1
36,0.43509,0.18459,0.69082,4.2326,0.39675,0.2136,0.84806,0.016766,562.76,-0.025615,-1
33,0.3145,0.094471,0.34895,1.8688,0.000803,0.17705,0.47164,0.006802,826.13,0.071538,-1
52,0.48218,0.228,0.89991,1.4409,0.003871,2.8846,0.93386,0.001993,706.43,0.024805,-1
22,0.2032,0.038434,0.13607,0.40083,0.000318,0.068667,0.17594,0.003061,898.03,0.013104,1
31,0.20393,0.039743,0.15315,0.40453,0.000801,0.079042,0.1935,0.003488,1950.4,0.06298,1
13,0.3029,0.084268,0.30792,0.06974,0.000824,0.39478,0.31553,0.004357,112.1,0.005921,-1
12,0.26157,0.06655,0.19467,0.28927,0.001886,0.080766,0.26901,0.011108,182.59,0.073915,-1
20,0.32214,0.09603,0.37326,0.55708,0.002245,0.21208,0.47555,0.016676,449.5,-0.069473,-1
34,0.49571,0.23752,0.89897,0.17057,0.034205,1.0302,0.969,0.012025,407.36,0.070284,-1
13,0.31138,0.089465,0.32993,0.046539,0.003081,0.29099,0.33394,0.000624,55.235,0.012413,-1
7,0.16579,0.023114,0.084883,0.036629,0.000058,0.062007,0.096268,0.011758,171.52,0.21637,-1
58,0.45268,0.20168,0.75541,1.7287,0.37302,0.2682,0.98144,0.015908,1015.4,-0.008603,-1
95,0.56706,0.31292,1.3667,2.115,0.07093,1.8717,1.541,0.008491,2210.7,0.021282,-1
36,0.43468,0.1852,0.68852,3.4247,0.41178,0.21221,0.83665,0.014216,546.31,-0.009197,-1
34,0.31882,0.097586,0.35846,1.6535,0.000932,0.18489,0.46035,0.004036,1002.2,0.054927,-1
49,0.46876,0.21519,0.84601,0.1777,0.010732,1.8259,0.85928,0.000789,534.91,-0.006008,-1
16,0.17942,0.03028,0.10989,0.066561,0.000182,0.086127,0.11879,0.002524,578.3,0.029879,1
31,0.20363,0.039724,0.15288,0.41014,0.00064,0.076443,0.20342,0.004565,2435.9,0.053781,1
13,0.30088,0.083254,0.30113,0.048954,0.001239,0.36759,0.31091,0.004273,136.76,0.01825,-1
12,0.26423,0.062755,0.19316,0.29086,0.001554,0.084295,0.28301,0.014338,131.54,0.12492,-1
7,0.18389,0.028505,0.10071,0.036241,0.000036,0.086037,0.10758,0.004174,86.251,0.14898,-1
9,0.29634,0.077988,0.24069,0.087479,0.001403,0.14371,0.26839,0.02292,194.67,-0.03571,-1
34,0.49519,0.23627,0.89359,0.16519,0.018153,1.3939,0.95215,0.012343,373.84,0.062386,-1
12,0.30163,0.083397,0.30266,0.04726,0.016748,0.10978,0.3062,0.000772,43.838,-0.015463,-1
7,0.16108,0.021627,0.071329,0.024728,0.000049,0.055617,0.07662,0.005143,191.7,-0.037103,-1
58,0.45216,0.20126,0.754,1.7003,0.38233,0.26581,0.97811,0.015491,1021.8,-0.018002,-1
95,0.5672,0.31321,1.3648,2.1112,0.068235,1.8861,1.5414,0.008537,2201.7,0.021349,-1
36,0.43426,0.18421,0.6875,3.3679,0.37,0.2151,0.84311,0.015918,525.53,-0.020358,-1
34,0.31795,0.096023,0.36055,2.0966,0.001106,0.18545,0.48789,0.008899,966.7,0.071095,-1
49,0.46856,0.21502,0.84799,0.16019,0.014886,1.5546,0.86187,0.001188,511.14,0.00326,-1
8,0.15579,0.02125,0.077812,0.008669,0.000055,0.096408,0.078801,0.002652,92.263,-0.008042,1
31,0.20498,0.040701,0.16085,0.5302,0.001095,0.073991,0.2278,0.008196,2029.1,0.073082,1
13,0.30154,0.0834,0.3099,0.048145,0.00021,0.7044,0.31656,0.003543,126.64,0.01578,-1
11,0.25983,0.063718,0.17662,0.28295,0.002651,0.068963,0.2703,0.01647,170.7,0.097505,-1
17,0.31532,0.090355,0.36546,0.34654,0.001965,0.23792,0.40958,0.015355,244.29,-0.068381,-1
34,0.49484,0.23666,0.88774,0.15272,0.045582,0.8889,0.94517,0.009909,271.04,0.067709,-1
13,0.31316,0.090228,0.33138,0.055518,0.001673,0.38361,0.33455,0.000893,39.936,-0.002568,-1
7,0.17588,0.025279,0.088747,0.038398,0.000039,0.065524,0.098083,0.008458,112.37,0.20254,-1
58,0.4525,0.2016,0.75443,1.7046,0.37072,0.26914,0.98745,0.01684,929.19,-0.008607,-1
95,0.56729,0.3132,1.3546,2.1593,0.069063,1.8703,1.5301,0.008044,2117.1,0.019391,-1
36,0.43569,0.18558,0.69104,5.3748,0.29429,0.22803,0.85466,0.017902,480.91,-0.02947,-1
34,0.31879,0.09669,0.35947,1.7429,0.001068,0.18348,0.46986,0.006507,778.01,0.036023,-1
52,0.48197,0.22783,0.89935,0.82699,0.008918,2.0789,0.94524,0.002532,748.51,0.023472,-1
31,0.20187,0.038959,0.14725,0.42795,0.000712,0.07489,0.2158,0.00629,1479.4,0.08639,1
7,0.10862,0.01007,0.03519,0.002681,0.000011,0.045227,0.035441,0.000045,145.37,-0.033269,1
13,0.30042,0.082902,0.31002,0.054105,0.003316,0.24019,0.32486,0.005802,155.88,-0.016988,-1
11,0.26082,0.064055,0.17637,0.26041,0.002252,0.071992,0.27558,0.016668,190.57,0.1357,-1
14,0.302,0.082049,0.31612,0.20529,0.000708,0.24351,0.34436,0.015105,156.41,-0.048581,-1
34,0.4958,0.23715,0.88561,0.1582,0.012131,1.663,0.93805,0.010527,289.59,0.060426,-1
13,0.31118,0.089326,0.32988,0.046318,0.000711,0.54543,0.33426,0.000932,66.824,0.012409,-1
7,0.17079,0.024437,0.080355,0.031553,0.000054,0.058257,0.088089,0.005995,111.68,0.18951,-1
58,0.4525,0.20164,0.75388,1.7097,0.40788,0.26004,0.98829,0.016207,1008.4,-0.006989,-1
95,0.5673,0.31337,1.3718,2.1312,0.067703,1.8867,1.547,0.008504,2602.9,0.021963,-1
36,0.43487,0.18493,0.69271,4.1506,0.33892,0.22029,0.83159,0.015311,458.41,-0.01582,-1
34,0.32074,0.098181,0.3665,1.7318,0.000716,0.18471,0.5084,0.007766,785.02,0.070608,-1
52,0.48212,0.22796,0.9002,1.5936,0.009555,2.031,0.94269,0.003042,590.34,0.021391,-1
54,0.3273,0.10445,0.29478,4.3343,0.038552,0.11045,0.43453,0.016044,3056.2,0.017005,1
6,0.19942,0.033145,0.10422,0.037049,0.000142,0.068087,0.11376,0.006037,60.652,-0.044741,-1
10,0.2434,0.054684,0.15897,0.17999,0.001329,0.068805,0.22156,0.010508,155.15,0.14206,-1
21,0.33501,0.10458,0.39008,0.57162,0.001586,0.24188,0.47252,0.015913,381.19,-0.06137,-1
34,0.49721,0.23915,0.88397,0.18539,0.18552,0.44408,0.95066,0.011753,421.5,0.062293,-1
13,0.31092,0.089205,0.32992,0.030816,0.000792,0.56074,0.33237,0.00061,55.12,-0.005625,-1
7,0.17397,0.025219,0.079393,0.028416,0.000092,0.054398,0.086345,0.004882,100.49,0.13924,-1
58,0.45262,0.20167,0.75438,1.702,0.41256,0.25954,0.98439,0.016205,1124,-0.012243,-1
95,0.56694,0.31339,1.3701,2.0872,0.059795,1.9698,1.5243,0.008424,2087.7,0.021093,-1
36,0.43516,0.18473,0.68771,4.2385,0.3936,0.21389,0.84435,0.016163,337.84,-0.028803,-1
35,0.32428,0.10023,0.38115,1.5164,0.000684,0.19714,0.49428,0.005822,619.4,0.05543,-1
49,0.46885,0.2153,0.85026,0.16231,0.019546,1.3708,0.86405,0.001307,493.68,0.009174,-1
31,0.1991,0.038466,0.14486,0.33642,0.000698,0.078028,0.18055,0.002694,1414.5,0.066333,1
21,0.17553,0.029321,0.1084,0.11754,0.000637,0.060585,0.12779,0.00157,1046.7,0.045704,1
3,0.21511,0.027191,0.079372,0.013014,0,0.080827,0.081572,0.02407,12.372,0.25662,-1
21,0.32986,0.10146,0.3836,0.61059,0.001596,0.22372,0.47844,0.016826,342.98,-0.068566,-1
34,0.49588,0.23755,0.87928,0.16294,0.013521,1.6051,0.94219,0.011041,306.68,0.044019,-1
13,0.31207,0.089614,0.32989,0.05054,0.00234,0.32871,0.33396,0.00095,63.556,0.00949,-1
7,0.16349,0.022783,0.074569,0.025946,0.000079,0.053505,0.08484,0.006879,311.43,0.18713,-1
58,0.45203,0.20104,0.75535,1.6931,0.35619,0.27258,0.98483,0.015788,1157.8,0.002868,-1
95,0.56668,0.31286,1.3597,2.0833,0.065178,1.9221,1.5136,0.007727,2261.7,0.019478,-1
36,0.43522,0.18444,0.68689,3.8668,0.40123,0.21289,0.86618,0.018809,428.6,-0.03079,-1
34,0.31551,0.094891,0.35958,1.4711,0.001268,0.19264,0.47467,0.005978,1123.8,0.067639,-1
52,0.48204,0.22786,0.8961,1.1608,0.004715,2.5836,0.93167,0.001962,620.37,0.010438,-1
30,0.19565,0.036893,0.13987,0.30492,0.00057,0.0776,0.17176,0.002481,1522.2,0.041336,1
12,0.29701,0.080863,0.29745,0.042196,0.004911,0.18815,0.30386,0.006051,91.776,0.016504,-1
23,0.17983,0.031154,0.11562,0.17472,0.006017,0.039879,0.19643,0.009627,1682.8,0.12056,1
15,0.31098,0.087673,0.38681,0.26726,0.007505,0.20061,0.43029,0.023276,211.62,0.007006,-1
34,0.49396,0.23612,0.88745,0.17696,0.042403,0.91413,0.97267,0.014941,612.03,0.067465,-1
13,0.31204,0.089663,0.32963,0.043793,0.031492,0.10524,0.33467,0.000729,58.516,-0.029249,-1
7,0.17154,0.025524,0.076706,0.035781,0.000118,0.043716,0.086414,0.006119,82.239,0.15844,-1
58,0.45246,0.20152,0.75514,1.7242,0.36624,0.26908,0.99257,0.016067,1036,-0.006028,-1
95,0.56706,0.31298,1.3663,2.1208,0.071956,1.861,1.5404,0.008376,2301.2,0.020054,-1
36,0.43419,0.18437,0.6849,3.2314,0.26075,0.23484,0.832,0.014321,547.14,-0.03441,-1
34,0.31845,0.096955,0.35899,1.7179,0.001138,0.18395,0.46767,0.006141,841.56,0.064964,-1
49,0.46862,0.21507,0.84638,0.10876,0.046637,0.88737,0.85299,0.000739,361.52,0.001772,-1
30,0.19626,0.036843,0.1436,0.3017,0.000733,0.080154,0.17444,0.002238,1999.6,0.046333,1
13,0.30289,0.084072,0.30722,0.071962,0.000722,0.40223,0.31708,0.003866,111.72,-0.027967,-1
5,0.17408,0.023529,0.076986,0.024858,0.000013,0.061936,0.082049,0.004599,51.863,-0.18159,-1
22,0.17827,0.030411,0.1067,0.23767,0.003478,0.039743,0.18338,0.007532,1653.6,0.090222,1
9,0.28501,0.070157,0.23696,0.084754,0.000506,0.19424,0.25322,0.017079,134.89,-0.059687,-1
34,0.49704,0.23852,0.90723,0.15153,0.008872,1.9728,0.9521,0.010957,270.83,0.061706,-1
13,0.31336,0.090258,0.33065,0.068203,0.000673,0.48978,0.33526,0.000935,50.289,0.003509,-1
7,0.15806,0.020999,0.071978,0.031859,0.000019,0.053429,0.079858,0.006608,167.58,0.1951,-1
58,0.45247,0.20178,0.75575,1.7118,0.42065,0.25734,0.99352,0.016629,1181.2,-0.006028,-1
95,0.56671,0.31257,1.3644,2.1389,0.060722,1.9163,1.5348,0.008322,2513.6,0.006872,-1
36,0.43479,0.18557,0.68913,3.2265,0.37233,0.21582,0.82377,0.014534,488.35,-0.016571,-1
33,0.31105,0.092109,0.34372,1.9145,0.000845,0.18602,0.42369,0.004258,949.63,0.032187,-1
49,0.46881,0.21527,0.8494,0.15829,0.024393,1.2298,0.86288,0.001137,486.2,0.006287,-1
30,0.19892,0.037429,0.15357,0.32457,0.000429,0.084307,0.18342,0.003606,1019.5,0.060284,1
13,0.30036,0.0832,0.31371,0.058199,0.006482,0.17537,0.328,0.005938,176.84,-0.023025,-1
8,0.25605,0.057412,0.18675,0.061008,0.000386,0.15385,0.20532,0.014762,99.421,-0.098147,-1
23,0.17975,0.030784,0.11073,0.2174,0.001841,0.044711,0.16827,0.004508,1008.5,0.10149,1
6,0.3051,0.077094,0.23426,0.034121,0.000476,0.22443,0.2456,0.033005,73.243,-0.04556,-1
34,0.49826,0.23958,0.90281,0.16432,0.011607,1.7318,0.95333,0.010716,330.21,0.064053,-1
13,0.31114,0.089203,0.32923,0.044778,0.021932,0.11645,0.33217,0.000606,49.753,0.009476,-1
7,0.17035,0.023595,0.082385,0.033622,0.000028,0.061516,0.089461,0.007637,107.7,0.1804,-1
58,0.45325,0.20221,0.75675,1.746,0.44558,0.25361,1.0003,0.016789,1148.5,-0.005606,-1
95,0.56718,0.31332,1.371,2.1241,0.068733,1.8831,1.5459,0.00868,2245.6,0.021821,-1
36,0.43417,0.18403,0.69099,3.109,0.33468,0.21957,0.81931,0.014034,546.18,-0.005351,-1
32,0.30732,0.089595,0.33326,1.3868,0.000764,0.17715,0.42569,0.005863,880.05,0.045742,-1
49,0.46857,0.21507,0.84558,0.11932,0.078177,0.68196,0.85832,0.000987,519.97,-0.004843,-1
27,0.1966,0.036174,0.1309,0.31583,0.001007,0.067827,0.24223,0.012798,1385.9,0.10366,1
13,0.30248,0.084392,0.3078,0.058754,0.001024,0.38732,0.31596,0.00439,124.7,-0.00101,-1
11,0.25647,0.062373,0.17928,0.26596,0.002006,0.072162,0.25434,0.01145,130.18,0.061629,-1
24,0.18613,0.03284,0.11725,0.26435,0.001032,0.051032,0.1568,0.002615,1068.7,0.055847,1
5,0.18355,0.026214,0.072969,0.056568,0.000053,0.037196,0.10219,0.014697,101.14,-0.51167,-1
34,0.49788,0.23943,0.89655,0.15215,0.037275,1.0066,0.94819,0.01006,284.08,0.064665,-1
13,0.31424,0.091015,0.33152,0.069962,0.001292,0.40219,0.33945,0.002069,90.066,-0.005625,-1
7,0.16781,0.023043,0.075095,0.036641,0.000077,0.045898,0.086657,0.009524,219.47,0.090167,-1
58,0.45265,0.20163,0.75396,1.7302,0.41806,0.25723,0.99329,0.016761,941.54,-0.014409,-1
95,0.56687,0.31282,1.3608,2.117,0.067693,1.8898,1.5419,0.008429,2403.4,0.021348,-1
36,0.43514,0.18525,0.68893,3.1813,0.35461,0.21722,0.84864,0.016938,461.98,-0.013315,-1
33,0.309,0.091561,0.34186,1.3858,0.000866,0.19412,0.4098,0.003751,774.05,0.016279,-1
49,0.4687,0.21515,0.84585,0.12533,0.001169,5.0067,0.85229,0.000671,374.55,-0.00021,-1
25,0.195,0.03567,0.11918,0.43498,0.000645,0.052667,0.20147,0.006507,1410.7,0.10588,1
15,0.32258,0.09695,0.34423,0.0745,0.031522,0.12051,0.3636,0.005274,189.76,-0.026714,-1
13,0.27416,0.073478,0.26478,0.38068,0.019904,0.078644,0.43097,0.036258,259.88,-0.058033,-1
24,0.18622,0.033244,0.11538,0.24731,0.001221,0.049689,0.16068,0.003115,1393.7,0.058955,1
3,0.11912,0.009449,0.028348,0.000058,0,2.31,0.028348,0,0.4329,-0.003068,-1
34,0.49529,0.237,0.89122,0.15553,0.016469,1.4552,0.95026,0.01209,418.83,0.063685,-1
13,0.31294,0.090101,0.3313,0.049248,0.001768,0.37789,0.33422,0.000789,45.005,-0.005625,-1
7,0.16844,0.022955,0.082385,0.040668,0.000038,0.05464,0.094089,0.008763,194.39,0.2012,-1
58,0.45234,0.20146,0.75146,1.6902,0.37619,0.26654,0.98576,0.016044,1127.7,-0.017222,-1
95,0.56715,0.31345,1.3628,2.1075,0.060984,1.9481,1.5395,0.00823,2306,0.019937,-1
36,0.43514,0.18465,0.69457,3.484,0.39678,0.21371,0.83163,0.015493,414.32,-0.005961,-1
34,0.31783,0.096398,0.35943,1.5037,0.001148,0.18739,0.45527,0.004865,863.52,0.051558,-1
49,0.4686,0.2151,0.84537,0.14262,0.037466,0.9874,0.85544,0.000742,470.32,-0.006008,-1
25,0.19884,0.037728,0.11866,0.52674,0.001326,0.049388,0.17742,0.003019,1145.8,0.050379,1
10,0.26237,0.061996,0.20892,0.053041,0.004032,0.097004,0.22248,0.00483,122.63,-0.066023,-1
13,0.27224,0.068868,0.24561,0.33212,0.015372,0.076156,0.40766,0.032913,257.17,-0.10231,-1
25,0.1926,0.035534,0.12082,0.28897,0.001651,0.049685,0.17768,0.004137,1406.8,0.026829,1
36,0.50253,0.2435,0.89347,0.31841,0.021128,1.2889,0.94888,0.013138,467.07,-0.002262,-1
13,0.31159,0.089291,0.32991,0.053245,0.000673,0.54327,0.3346,0.001553,52.525,0.000472,-1
7,0.16215,0.02192,0.076573,0.023491,0.000007,0.077311,0.080781,0.004428,94.867,0.1807,-1
58,0.45252,0.20157,0.7543,1.6941,0.41918,0.2579,0.99584,0.016348,1279.7,-0.012243,-1
95,0.56733,0.31307,1.3687,2.1698,0.07856,1.8035,1.5636,0.008928,2283.1,0.021873,-1
36,0.43541,0.18569,0.68975,3.9182,0.3269,0.22199,0.84738,0.015324,568.37,-0.02561,-1
35,0.32378,0.10032,0.37149,2.0393,0.000573,0.19072,0.49055,0.00735,868.99,0.013453,-1
52,0.48217,0.228,0.89694,1.4989,0.005921,2.4167,0.93117,0.001988,542.68,0.013704,-1
24,0.18462,0.03275,0.11646,0.15532,0.001544,0.058534,0.14252,0.002049,1548.7,0.081022,1
11,0.27331,0.06754,0.23579,0.053,0.01152,0.083132,0.2487,0.003942,111.57,-0.070376,-1
14,0.27812,0.071418,0.27085,0.30962,0.024688,0.08221,0.41495,0.026952,242.35,-0.000937,-1
25,0.19305,0.036383,0.12247,0.28256,0.001111,0.052519,0.17557,0.004762,1621.3,0.077767,1
35,0.50005,0.24174,0.89971,0.21621,0.011633,1.7474,0.93275,0.01251,286.35,0.006616,-1
13,0.31293,0.090111,0.33147,0.046839,0.000857,0.5154,0.33501,0.000713,46.751,-0.005625,-1
7,0.16461,0.022451,0.083925,0.039354,0.000019,0.062541,0.093463,0.01046,176.03,0.19494,-1
58,0.45228,0.2015,0.75322,1.6924,0.39912,0.26139,0.98669,0.016265,920.01,-0.013363,-1
95,0.56678,0.31266,1.3626,2.0876,0.069368,1.8826,1.5288,0.00801,2351.6,0.019929,-1
36,0.43435,0.18447,0.68873,3.3896,0.32961,0.22079,0.82729,0.014598,466.35,-0.025708,-1
34,0.31856,0.098577,0.35677,1.6206,0.001446,0.18423,0.44308,0.004111,803.44,0.044925,-1
51,0.4777,0.22367,0.8819,0.25942,0.009708,2.0792,0.9009,0.001153,715.09,0.005016,-1
25,0.18702,0.033566,0.1247,0.097209,0.00218,0.062579,0.14713,0.0019,1181,0.081978,1
15,0.32215,0.096747,0.34143,0.092437,0.010228,0.18513,0.35721,0.004234,150.26,-0.052022,-1
13,0.27568,0.07111,0.25049,0.36841,0.010823,0.07892,0.41935,0.032388,194.17,-0.08238,-1
25,0.19386,0.037013,0.12436,0.27765,0.000993,0.055378,0.16658,0.003756,1468.7,0.063756,1
36,0.50153,0.24323,0.91803,0.30171,0.014049,1.5662,0.96589,0.011253,402.79,0.027357,-1
13,0.31255,0.089906,0.33089,0.04977,0.00067,0.55903,0.33582,0.001316,71.082,-0.005625,-1
7,0.16714,0.023116,0.083828,0.042111,0.000037,0.058585,0.096173,0.012099,179.5,0.2177,-1
58,0.45262,0.20141,0.75609,1.707,0.41215,0.25918,0.98907,0.016824,916.73,-0.006028,-1
95,0.56742,0.31374,1.3677,2.1108,0.064594,1.9222,1.527,0.008069,2332.4,0.020629,-1
36,0.43511,0.18501,0.69057,4.1429,0.30939,0.22475,0.8454,0.016494,461.48,-0.008966,-1
33,0.31201,0.092638,0.34592,1.6992,0.000724,0.18338,0.44218,0.004742,851.67,0.044799,-1
52,0.48214,0.22798,0.89747,1.0597,0.010731,1.934,0.93286,0.002233,515.94,0.018291,-1
25,0.1892,0.034409,0.13409,0.060532,0.003789,0.057775,0.14434,0.001852,1239.4,0.051162,1
13,0.30372,0.08469,0.30885,0.046293,0.000985,0.40973,0.31927,0.00511,159.54,-0.03001,-1
13,0.26653,0.067197,0.23973,0.29026,0.013074,0.073579,0.36755,0.02662,239.35,-0.073278,-1
25,0.19547,0.037587,0.12659,0.26959,0.001301,0.054352,0.17703,0.005123,1695.8,0.052977,1
36,0.50374,0.24519,0.92067,0.29671,0.042489,0.97139,0.97736,0.011605,398.8,0.03085,-1
13,0.31263,0.089922,0.33105,0.046551,0.000837,0.51936,0.3336,0.000686,42.744,-0.005625,-1
7,0.16445,0.022241,0.083852,0.036658,0.000006,0.065544,0.091487,0.010374,97.321,0.21335,-1
58,0.45258,0.20161,0.75328,1.7556,0.4115,0.25759,0.99442,0.015657,988.62,-0.00861,-1
95,0.56739,0.31332,1.3566,2.1401,0.071735,1.8492,1.5386,0.008457,2023.9,0.019903,-1
36,0.43535,0.18526,0.6919,4.5061,0.42052,0.212,0.85846,0.016965,491.79,-0.011759,-1
35,0.32409,0.10051,0.37336,2.1181,0.000649,0.19108,0.50007,0.006072,1027.9,0.062948,-1
52,0.48211,0.22795,0.89956,1.0881,0.01164,1.8793,0.93251,0.001837,552.59,0.021065,-1
25,0.19318,0.035817,0.14914,0.093922,0.001888,0.080844,0.17368,0.005931,1207.7,0.052575,1
13,0.302,0.08357,0.30095,0.071821,0.00179,0.29334,0.31096,0.004508,131.94,-0.053853,-1
13,0.27063,0.069501,0.23557,0.32949,0.010281,0.075449,0.38865,0.027237,270.12,-0.080137,-1
25,0.19468,0.037049,0.12394,0.28122,0.001344,0.052737,0.17277,0.004839,1544.6,0.058705,1
36,0.50293,0.24488,0.90474,0.33286,0.021869,1.2836,0.96172,0.012549,470.21,0.022069,-1
13,0.3116,0.089379,0.3291,0.057994,0.006203,0.20441,0.33356,0.000724,51.096,-0.002603,-1
7,0.1655,0.023102,0.080916,0.023317,0.000023,0.082678,0.085906,0.005681,128.56,0.19239,-1
58,0.45189,0.20111,0.75472,1.6604,0.37297,0.26843,0.97943,0.015545,1249.1,-0.011074,-1
95,0.56674,0.31265,1.3675,2.1293,0.067805,1.8912,1.5363,0.008331,2470.8,0.020542,-1
36,0.43461,0.18442,0.69019,3.7673,0.37804,0.21541,0.82013,0.013266,513.63,-0.027281,-1
35,0.32507,0.10095,0.3811,1.6649,0.000968,0.19326,0.52413,0.00995,795.31,0.068281,-1
52,0.48213,0.22796,0.89779,1.7664,0.007435,2.1868,0.94562,0.002943,537.94,0.022291,-1
22,0.18385,0.032245,0.12443,0.037392,0.002128,0.062477,0.12989,0.00095,767.86,0.046919,1
13,0.30018,0.083008,0.3102,0.06613,0.001465,0.33179,0.32443,0.006313,173.13,-0.016968,-1
12,0.26405,0.064371,0.22625,0.24731,0.007168,0.072277,0.35026,0.023281,266.49,-0.046721,-1
25,0.19689,0.037847,0.12673,0.3024,0.001459,0.052178,0.17486,0.00358,1288.3,0.06614,1
3,0.11942,0.009498,0.028495,0.000058,0,2.322,0.028495,0,0.43066,-0.003068,-1
